id,data_p,tipo,categ,valor,descricao
a31024,2023-10-09,VN,Saques,190,Saque no TAA 09/10 11:54 SOP TAMARINEIRA PE
a31025,2023-10-10,VN,Restaurante,50.4,Compra 10/10 12:09 BONAPARTE RIOMAR
a31026,2023-10-11,VE,Gasolina,100,Compra 11/10 14:05 CAVALCANTE BARELO
a31027,2023-10-11,VE,Padaria,48.56,Compra 11/10 11:58 ROSARINHO DELICATESS
a31028,2023-10-15,VE,Supermercado,218.75,Compra 15/10 13:33 ATACAREJO CARPINA TR
a31029,2023-10-21,VE,Supermercado,97.76,Compra 23/10 11:07 KI GRANJA
a31030,2023-10-21,VN,Restaurante,106.67,Compra 21/10 11:52 SABOR TROPICAL
a31031,2023-10-21,VN,Compra extra,100,Compra 21/10 12:24 CENTAURO - CE 100
a31032,2023-10-21,VN,Entretenimento,14.19,Compra 21/10 13:08 PAG*EduardoBaltar
a31033,2023-10-21,VE,Estacionamento,11.5,Compra 21/10 14:28 TACARUNA PARKING
a31034,2023-10-21,VE,Gasolina,150,Compra 21/10 15:46 ALENCARE CAVALCANTI
a31035,2023-10-24,VE,Supermercado,21.96,Compra 24/10 16:27 ATACAREJO CARPINA TR
a31036,2023-10-26,VE,Supermercado,96.94,Compra 26/10 15:04 SUPERMERCADO GONZAGA
a31037,2023-10-26,VN,Compra extra,4.9,Compra 26/10 15:11 MARCOS DOMINGOS DA S
a31038,2023-10-27,VN,Compra extra,37,Compra 27/10 08:45 MRE ARMAZEM DE CONST
a31039,2023-10-28,VN,Restaurante,78,Compra 28/10 12:20 CASA DAS DELICIAS CA
a31040,2023-10-28,VE,Supermercado,42.92,Compra 28/10 12:31 KI PRECO
a31041,2023-10-31,VN,Compra extra,90,Compra 31/10 10:00 PAG*MarizeteMarinaDa
a31042,2023-10-31,VE,Estacionamento,14,Compra 31/10 10:48 MP *SEMCELLAVENIDA D
a31043,2023-10-31,VN,Saques,190,Saque no TAA 31/10 11:17 SAA-CARPINA
a31102,2023-11-04,FN,Assinatura_App,32.9,Pagto Apple -Youtube /bill 2/nov SP
a31103,2023-11-04,FN,Assinatura_App,14.9,Pagto Amazon Prime-br 7/nov-ter
a31104,2023-11-04,VN,Compra extra,77.99,Pagto Amazon Marketplace 7/nov ter S Paulo Bra
a31105,2023-11-04,FN,Armaz_nuvem,4.9,Pagto Apple com/bill 16/nov qui S Paulo
a31106,2023-11-04,FN,Assinatura_App,25.9,Pagto Netflix 18/nov sab S Paulo
a31107,2023-11-04,FE,Tarifa bancaria,26,Pagto Anuidade Diferenciada Tit-parc 11/12 Br - 21/nov ter
a31108,2023-11-04,VN,Compra extra,59.99,Pagto Figueiras Cal 21/jun qua Parcela 5 de 5
a31109,2023-11-04,VE,Veiculares,164.5,Pagto Rode Bem Pneu 26/set ter Parcela 2 de 2
a31110,2023-11-04,FE,Investimento,41.58,Pagto Amazon Br 1/out dom Parcela 2 de 12
a31111,2023-11-04,VE,Farmacia,97.29,Pagto Farmacia drogaSil  16/nov qui Parcela 1 de 2
a31112,2023-11-04,VE,Supermercado,78.51,Compra 01/11 16:59 SUPERMERCADO GONZAGA
a31113,2023-11-04,VE,Gasolina,100,Compra 02/11 08:46 Posto EDU PETRO COMB LTDA
a31114,2023-11-04,VN,Restaurante,45.5,Compra 02/11 12:41 Restaur Maricotas Gourmet
a31115,2023-11-04,VE,Farmacia,183.95,Compra 03/11 09:35 DROGASIL3475
a31116,2023-11-04,VN,Restaurante,161.7,Compra 03/11 13:02 Restaurante JOAO VITOR SALGADO
a31117,2023-11-04,FE,Internet fixa,79.9,Pagto PLANALTO NET LTDA
a31118,2023-11-04,FE,Telefone movel,270.99,Pagto VIVO PE
a31119,2023-11-05,VE,Supermercado,66.19,Compra 05/11 12:07 SUPERMERCADO GONZAGA
a31120,2023-11-04,VN,Restaurante,119.99,Compra 04/11 15:49 BCA MELISSA
a31121,2023-11-04,VN,Restaurante,50,Compra 04/11 18:38 PAG*RestauranteAcaci
a31122,2023-11-04,VN,Saques,150,Saque Bco 24h 04/11 15:30 SHOPPING CARPINA
a31123,2023-11-06,FE,Tarifa bancaria,67.8,Pagto Tarifa Pacote de Serviços  06/11/2023
a31124,2023-11-07,VE,Supermercado,250,Compra 07/11 10:08 ATACAREJO CARPINA TR
a31125,2023-11-08,VE,Supermercado,51.16,Compra 08/11 09:43 CORDEIRAO SUPERMERCA
a31126,2023-11-08,VE,Supermercado,118.5,Compra 08/11 09:57 KI GRAN JA
a31127,2023-11-10,VN,Compra extra,110.07,Compra 10/11 14:01 PAG*Lojas 2001
a31128,2023-11-10,VE,Supermercado,26.24,Compra 10/11 15:15 ATACAREJO CARPINA TR
a31129,2023-11-12,VN,Restaurante,59.96,Compra 12/11 13:13 PIZZARIA ESTACAO SHO
a31130,2023-11-12,VE,Supermercado,39,Compra 13/11 08:50 CORDEIRAO SUPERMERCA
a31131,2023-11-12,VN,Saques,150,Saque Bco 24h 12/11 13:46 SHOPPING CARPINA
a31132,2023-11-14,VE,Padaria,85.62,Compra 14/11 12:24 CAFE DO MERCADO
a31133,2023-11-14,VE,Padaria,12.46,Compra 14/11 16:00 ROSARINHO DELICATESS
a31134,2023-11-16,VE,Estacionamento,4,Pagto Estac 16/11 11:27 MEIRA LINS
a31135,2023-11-16,VN,Restaurante,38.97,Compra 16/11 11:49 PIZZARIA ESTACAO SHO
a31136,2023-11-10,VE,Supermercado,196.1,Compra 16/11 16:51 ATACAREJO CARPINA TR
a31137,2023-11-16,VN,Restaurante,45,Compra 16/11 20:36 RESTAURANTE ACACIA
a31138,2023-11-15,VN,Compra extra,100,Compra 15/11 10:26 WANDERLEY E CLAUDEN
a31139,2023-11-18,VN,Saques,100,Saque no TAA 18/11 09:38 SAA-CARPINA
a31140,2023-11-22,VE,Farmacia,50.39,Compra 22/11 16:17 3162DROGASIL
a31141,2023-11-22,VE,Gasolina,150,Compra 22/11 16:55 EDU PETRO COMB LTDA
a31142,2023-11-22,VN,Restaurante,53,Compra 23/11 12:11 MUTTI CAPRICCIO
a31143,2023-11-24,VN,Restaurante,34.07,Compra 24/11 11:21 EMPORIO 232
a31144,2023-11-24,VN,Restaurante,17.76,Compra 24/11 11:22 EMPORIO 232
a31145,2023-11-24,VE,Estacionamento,10,Compra 24/11 14:04 LVF EMPREENDIMENTOS
a31146,2023-11-24,VE,Supermercado,38.07,Compra 24/11 15:18 XODO DA VACA
a31147,2023-11-27,VE,Farmacia,68.38,Compra 27/11 16:18 3162DROGASIL
a31202,2023-12-03,FN,Assinatura_App,32.9,Pagto Apple Youtube Sao Paulo 2/dez
a31203,2023-12-03,FN,Assinatura_App,19.9,Pagto Amazon Capa-Kindle Unltd SP
a31204,2023-12-03,VN,Compra extra,14.9,Pagto Amazon Prime br SP
a31205,2023-12-03,FN,Armaz_nuvem,4.9,Pagto Apple iCloud 16/dez SP
a31206,2023-12-03,FN,Assinatura_App,25.9,Pagto Netflix SP 18/dez
a31207,2023-12-03,FE,Tarifa bancaria,26,Pagto Anuidade Diferenciada Tit-parc 12/12 20/dez
a31208,2023-12-03,FE,Investimento,41.58,Pagto Amazon Kindle  Parcela 3 de 12
a31209,2023-12-03,VE,Farmacia,97.28,Pagto DrograSil 16/nov  Parcela 2 de 2
a31210,2023-12-03,FE,Investimento,350.19,Pagto Amazon TV LG 32 23/nov  Parcela 1 de 3
a31211,2023-12-03,VN,Entretenimento,33,Compra 03/12 14:39 PAG*SorvetesDe
a31212,2023-12-04,VE,Gasolina,150,Compra 04/12 09:11 EDU PETRO COMB LTDA
a31213,2023-12-04,VE,Farmacia,37.49,Compra 04/12 09:35 Farm PAGUE MENOS 886
a31214,2023-12-04,VN,Restaurante,32.8,Compra 04/12 12:00 Restaurante ATLANTICO CENTER PIZ
a31215,2023-12-04,VN,Compra extra,109.9,Compra 04/12 12:59 FERREIRA COSTA
a31216,2023-12-04,VN,Compra extra,14.19,Compra 04/12 14:46 PAG*Eduardo Baltar
a31217,2023-12-04,VE,Estacionamento,11.5,Compra 04/12 16:16 TACARUNA PARKING
a31218,2023-12-04,VN,Saques,300,Saque Banco 24 Horas 04/12 13:10 AP PIATA
a31219,2023-12-05,VN,Compra extra,74,Compra 05/12 15:35 MRE ARMAZEM DE CONST
a31220,2023-12-05,FE,Telefone movel,170.99,Pagto Celular VIVO total
a31221,2023-12-05,FE,Internet fixa,179.9,Pagto Internet Fixa Vivo + PlanaltoNET LTDA
a31222,2023-12-05,FE,Tarifa bancaria,70.6,Pagto Tarifa Bco Serviços Cobrança ref 05/12/2023
a31223,2023-12-06,VN,Entretenimento,19.5,Compra 06/12 10:04 PG *TON ESTACAO EXPR
a31224,2023-12-06,VE,Estacionamento,4,Compra Estacionamento 06/12 10:31 MEIRA LINS
a31225,2023-12-06,VE,Farmacia,59.9,Compra 06/12 10:57 3162DROGASIL
a31226,2023-12-07,VE,Estacionamento,4,Pagto Estacionam 07/12 11:08 MEIRA LINS
a31227,2023-12-08,VN,Compra extra,32,Pix Env 08/12 17:12 Ana Lucia Da Silva
a31228,2023-12-09,VN,Entretenimento,28,Compra09/12 12:25 PAG*SorvetesDe
a31229,2023-12-11,VE,Estacionamento,5,Compra 09/12 13:11 ESTACIONAMENTO CARPI
a31230,2023-12-11,VN,Compra extra,25,Compra 11/12 12:15 THE BARBER TACARUNA
a31231,2023-12-11,VN,Restaurante,41.4,Compra 11/12 12:31 JULIETTO TACARUNA
a31232,2023-12-09,VN,Compra extra,83.4,Compra Camisa 09/12 14:22 PAG*Loi22001
a31233,2023-12-11,VE,Estacionamento,11.5,Compra Est 11/12 14:11 TACARUNA PARKING
a31234,2023-12-10,VN,Restaurante,100,Compra 10/12 16:23 POUSADA TREVAO
a31235,2023-12-09,VN,Restaurante,27,Compra 09/12 11:51 PIZZARIA ESTACAO SHO
a31236,2023-12-16,VE,Supermercado,109.33,Compra 16/12 15:00 CORDEIRAO SUPERMERCA
a31237,2023-12-17,VE,Farmacia,135.04,Compra 17/12 10:01 3162DROGASIL
a31238,2023-12-19,VN,Compra extra,50,Compra 19/12 13:34 KARMEM JOIAS
a31239,2023-12-19,VE,Estacionamento,5,Compra 19/12 13:54 ESTACIONAMENTO CARPI
a31240,2023-12-19,VE,Gasolina,150,Compra Gasolina 19/12 EDLIRETRO COMB ITDA
a31241,2023-12-19,VE,Farmacia,19.99,Compra 19/12 09:03 FARMACIA BAIRRO NOVO
a31242,2023-12-20,VN,Restaurante,69.36,Compra 20/12 14:30 CANTINHO DO CAMARAO
a31243,2023-12-21,VE,Padaria,88.57,Compra 21/12 16:15 PE RECIFE ROSARINHO
a31244,2023-12-21,VE,Gasolina,100,Compra 21/12 16:53 ALENCAR E CAVALCANTI
a31245,2023-12-22,VN,Restaurante,15,Compra 22/12 09:58 HORA D
a31246,2023-12-23,VE,Supermercado,66,Compra 23/12 08:31 PAG*Antonio MarcosDa
a31247,2023-12-26,VE,Estacionamento,12,Compra 26/12 17:09 PE ALL PARK
a31248,2023-12-27,VN,Restaurante,50,Compra 27/12 11:18 PAG*RestauranteAcaci
a40102,2024-01-02,FN,Assinatura_App,32.9,Apple  02/jan Sao Paulo Bra
a40103,2024-01-02,FE,Investimento,19.9,Pagto 07/jan Amazon Kindle Unltd Sao Paulo Bra
a40104,2024-01-02,FN,Assinatura_App,14.9,Amazon 07/jan primebr Sao Paulo Bra
a40105,2024-01-02,FN,Armaz_nuvem,4.9,Apple 16/jan Sao Paulo
a40106,2024-01-02,FN,Assinatura_App,25.9,Netflix 18/jan Sao Paulo Bra
a40107,2024-01-02,FE,Tarifa bancaria,26,Anuidade Diferenciada Tit-parc 01/12 Br 23/jan
a40108,2024-01-02,FE,Investimento,41.58,Pagto Amazon Br 01/out  Parcela 4 de 12
a40109,2024-01-02,FE,Investimento,350.17,Pagto Amazon Br 23/nov  Parcela 2 de 3
a40110,2024-01-02,VE,Extra-convenio,200,Pagto Odontocompany 19/jan Parcela 1 de 4
a40111,2024-01-02,VN,Entretenimento,22.5,Compra 03/01 11:03 PG *TON ESTACAO EXPR
a40112,2024-01-02,VN,Compra extra,32.97,Compra 03/01 11:23 PAG*Lojas 2001
a40113,2024-01-02,FE,Internet fixa,179.9,Pagto PLANALTO NET LTDA
a40114,2024-01-02,FE,Telefone movel,170.99,Pagto  conta telefone VIVO Total PE
a40115,2024-01-03,VE,Outros pagtos,150,Pix Env 03/01 08:26 Pollyanna Bernardo Barbosa
a40116,2024-01-04,VE,Gasolina,150,Compra 04/01 12:30 EDU PETRO COMB LTDA
a40117,2024-01-04,VN,Restaurante,51.97,Compra 04/01 12:51 PIZZARIA ESTACAO SHO
a40118,2024-01-04,VE,Padaria,27,Compra 04/01 13:55 DELICIAS PEDROSA SHO
a40119,2024-01-04,VN,Saques,190,Banco 24h 04/01 14:04 SHOPPING CARPINA CBDN II A
a40120,2024-01-07,VN,Restaurante,91.01,Compra 07/01 13:26 SABOR TROPICAL
a40121,2024-01-07,VE,Outros pagtos,25,Compra 07/01 14:44 THE BARBER TACARUNA
a40122,2024-01-07,VN,Restaurante,16.39,Compra 07/01 15:51 PAG*Eduardo Baltar
a40123,2024-01-07,VE,Estacionamento,12.5,Compra 07/01 16:27 TACARUNA PARKING
a40124,2024-01-07,VN,Saques,120,Saque no TAA 07/01 15:25 SOP-SHOP TACARUNA
a40125,2024-01-12,VE,Outros pagtos,30,Pix Env 12/01 11:55 Maria De Fatima Matias De
a40126,2024-01-13,VE,Supermercado,54.13,Compra 13/01 15:46 SUPERMERCADO GONZAGA
a40127,2024-01-15,VE,Supermercado,143.12,Compra 15/01 09:29 KI GRANJA
a40128,2024-01-15,VN,Saques,160,Saque no TAA 13/01 15:28 SAA-CARPINA
a40129,2024-01-16,VE,Supermercado,274.03,Compra 16/01 16:34 ATACAREJO CARPINA TR
a40130,2024-01-17,VE,Estacionamento,6,Compra 17/01 16:54 ESTACIONAMENTO CARPI
a40131,2024-01-17,VN,Compra extra,35.5,Compra 17/01 10:03 CAB
a40132,2024-01-17,VE,Veiculares,33,Compra 17/01 10:24 AUTO ELETRICA TREVO
a40133,2024-01-17,VN,Saques,140,Saque 24h 17/01 16:40 SHOPPING CARPINA CBDN ATMR
a40134,2024-01-20,VN,Restaurante,54,Compra 20/01 19:59 PAG*Restaurante Acaci
a40135,2024-01-23,VE,Estacionamento,12.5,Pagto  23/01 15:02 TACARUNA PARKING
a40136,2024-01-23,VN,Saques,100,Saque no TAA 23/01 10:04 SAA-CARPINA
a40137,2024-01-24,VE,Gasolina,100,Compra 24/01 15:26 EDU PETRO COMB LTDA
a40139,2024-01-25,VN,Saques,140,Saque no TAA 25/01 10:25 SAA-CARPINA
a40140,2024-01-26,VN,Compra extra,18,Compra 26/01 10:45 MP *SEMCELL
a40141,2024-01-26,VE,Farmacia,52.17,Compra 26/01 11:06 PAG*Raia DrogasilSA
a40142,2024-01-29,VE,Outros pagtos,25,Compra 29/01 14:47 THE BARBER TACARUNA
a40143,2024-01-29,VE,Estacionamento,12.5,Compra 29/01 14:56 TACARUNA PARKING
a40144,2024-01-29,VE,Padaria,74.23,Compra 29/01 16:28 ROSARINHO DELICATESS
a40145,2024-01-30,VE,Farmacia,37.05,Compra 27/01 16:29 PAG*Raia DrogasilSA
a40146,2024-01-30,VE,Padaria,25.8,Compra 30/01 12:18 ROSARINHO DELICATESS
a40147,2024-01-30,VE,Gasolina,100,Compra 30/01 10:50 ALENCAR E CAVALCANTI
a40148,2024-01-30,VE,Padaria,81.37,Compra 30/01 06:38 ROSARINHO DELICATESS
a40202,2024-02-02,VE,Veiculares,100.66,Amazon Br SP
a40203,2024-02-02,FE,Investimento,19.9,Amazon Kindle Unltd SP 22/fev
a40204,2024-02-02,FN,Assinatura_App,14.9,Amazon primebr SP 07/fev
a40205,2024-02-02,FN,Armaz_nuvem,4.9,Apple Cloud SP
a40206,2024-02-02,FN,Assinatura_App,25.9,Netflix Entretenimento Bra 16/fev
a40207,2024-02-02,FE,Tarifa bancaria,26,Anuidade Dif Tit-parc 02/12 Br 19/fev
a40208,2024-02-02,FE,Investimento,41.58,Amazon Br 01/out
a40209,2024-02-02,VN,Restaurante,123.98,Compra 01/02 12:02 VERDE BLUE
a40210,2024-02-02,VE,Supermercado,19.95,Compra 01/02 12:16 SUPERMERCADO GONZAGA
a40211,2024-02-02,VN,Restaurante,245.22,Compra 02/02 21:14 A Restaurante LOIZA DA SILVA DUA
a40213,2024-02-03,VN,Restaurante,190.19,Compra 03/02 13:40 Restaurant CORREIA E BATISTA
a40214,2024-02-03,VN,Restaurante,118.68,Compra 03/02 22:25 RESTAURANTE DONA CUL
a40215,2024-02-04,VN,Restaurante,57.58,Compra 04/02 12:26 RESTAURANTE DONA GUI
a40216,2024-02-04,VN,Entretenimento,30,Compra 04/02 20:09 PAG OReiDasCoxinhas
a40217,2024-02-05,VE,Outros pagtos,150,Pix - Enviado 05/02 10:53 Pollyanna Bernardo Barbosa
a40218,2024-02-05,FE,Internet fixa,79.9,Pagamento PLANALTO NET LTDA
a40219,2024-02-05,FE,Convenio,58.6,Pagamento ROSA MASTER LTDA
a40220,2024-02-05,FE,Telefone movel,270.99,Pagto conta telefone VIVO PE
a40221,2024-02-05,VE,Veiculares,192.35,Pagto de Impostos DEPTO ESTADUAL-DETRAN PE
a40222,2024-02-05,VE,Veiculares,1331.46,Pagto de Impostos SEFAZ PE
a40223,2024-02-05,FE,Tarifa bancaria,70.6,Tarifa Pacote de Serviços Cobrança ref 05/02/2024
a40224,2024-02-08,VN,Restaurante,25,Compra 08/02 12:46 RESTAURANTE ACACIA
a40225,2024-02-09,VE,Farmacia,35.48,Compra 09/02 17:36 EXTRAFARMA AV NORTE
a40226,2024-02-09,VE,Padaria,27.26,Compra 09/02 17:46 ROSARINHO DELICATESS
a40227,2024-02-13,VE,Padaria,32,Compra 13/02 08:57 PAN JUNIOR
a40228,2024-02-13,VE,Gasolina,150,Compra 11/02 12:31 PETROCAL ROSARINHO
a40229,2024-02-13,VN,Restaurante,62.5,Compra 10/02 11:51 CAPRINO'S
a40230,2024-02-16,VE,Estacionamento,20,Compra 16/02 08:08 MP *SEMCELL
a40231,2024-02-16,VE,Supermercado,168.22,Compra com 16/02 08:58 SUPERM GONZAGAO
a40232,2024-02-16,VE,Supermercado,78.79,Compra 16/02 09:08 KI GRANJA
a40233,2024-02-16,VN,Compra extra,90,Compra 16/02 09:24 PAG MarizeteMarinaDa
a40234,2024-02-16,VE,Veiculares,227.36,Pix - Enviado 16/02 15:17 Detran
a40235,2024-02-18,VN,Restaurante,35,Compra 18/02 11:56 PAG Restaurante Acacia
a40236,2024-02-19,VE,Outros pagtos,80,Pix - Enviado 19/02 12:43 Ana Lucia Da Silva
a40237,2024-02-20,VE,Farmacia,11.27,Compra 20/02 11:14 FARMACIA PERMANENTE
a40238,2024-02-20,VE,Padaria,58.79,Compra 20/02 13:08 PAG*DelicatessenSao
a40239,2024-02-20,VE,Estacionamento,11,Compra 20/02 13:20 MEIRA LINS
a40240,2024-02-20,VE,Farmacia,87.84,Compra 20/02 13:37 PAG* Raia DrogasilSA
a40241,2024-02-20,VN,Saques,100,Saque no TAA 20/02 10:41 SAA-CARPINA
a40242,2024-02-22,VE,Supermercado,119.81,Compra 22/02 08:01 SUPERMERCADO GONZAGA
a40243,2024-02-23,VE,Supermercado,35.13,Compra 23/02 08:41 KI PRECO
a40244,2024-02-23,VN,Entretenimento,9.6,Compra com Cartão 23/02 16:48 MADOSKA SORVETES NAT
a40245,2024-02-26,VN,Compra extra,53.8,Compra 26/02 14:25 HNA*OBOTICARIO
a40246,2024-02-27,VE,Farmacia,16.06,Compra 26/02 14:38 PAG*RaiaDrogasilSA
a40247,2024-02-27,VE,Estacionamento,12.5,Compra 27/02 10:19 TACARUNA PARKING
a40248,2024-02-27,VN,Restaurante,82,Compra 27/02 12:46 TIO ARMENIO PLAZA
a40249,2024-02-27,VE,Estacionamento,12.5,Compra 27/02 12:53 PLAZA CASA FORTE PAR
a40250,2024-02-27,VN,Compra extra,124.9,Compra 27/02 09:31 HNA*OBOTICARIO
a40251,2024-02-28,VE,Gasolina,100,Compra 28/02 16:20 ALBUQUERQUE PNEUS CA
a40252,2024-02-28,VN,Restaurante,37,Compra 29/02 09:27 MP *ALCIELENECIADAS
a40302,2024-03-02,FN,Assinatura_App,11.9,Pagto 20/fev Apple SP
a40303,2024-03-02,FE,Investimento,19.9,Pagto Amazon Kindle Unltd SP 07/03
a40304,2024-03-02,VN,Compra extra,14.9,Pagto Amazon prime br SP 07/03
a40305,2024-03-02,FN,Armaz_nuvem,4.9,Pagto Apple 16/03 SP
a40306,2024-03-02,FN,Assinatura_App,25.9,Pagto Netflix SP 18/03
a40307,2024-03-02,FN,Assinatura_App,26,Pagto Anuidade Diferenciada parc 03/12 01/03
a40308,2024-03-02,FE,Investimento,41.58,Pagto Amazon Br 01/out/2023 parc 6/12
a40309,2024-03-02,VE,Extra-convenio,200,Pagto Odontocompany 19/jan Parcela 2/4
a40310,2024-03-02,VE,Supermercado,136.42,Compra 04/03 10:23 SUPERMERCADO GONZAGA
a40311,2024-03-02,VE,Farmacia,153.15,Compra 04/03 10:36 PAG*Raia DrogasilSA
a40312,2024-03-02,VN,Compra extra,40,Pagto pix 02/03 09:29 Marcia Cristina Do Nascime
a40313,2024-03-02,VE,Outros pagtos,160,Pagto do Pilates 02/03 09:32 Polly Bern Barbosa
a40314,2024-03-02,VE,Veiculares,350,Pagto pix Camara de Re Veículo 02/03 11:28 AlysonGDeLima
a40315,2024-03-02,FE,Telefone movel,117.13,Pagto Tel Movel CLARO S/A
a40316,2024-03-02,FE,Convenio,58.6,Pagto ROSA MASTER LTDA
a40317,2024-03-02,FE,Internet fixa,79.9,Pagto  PLANALTO NET LTDA
a40318,2024-03-02,FE,Telefone movel,77.11,Pagto  telefone movel Vivo
a40319,2024-03-05,VN,Restaurante,123,Compra 05/03 13:18 FABBRIQUE RESTAURANT
a40320,2024-03-05,VE,Gasolina,150,Compra 05/03 16:03 ALENCAR E CAVALCANTI
a40321,2024-03-05,VN,Compra extra,300,Compra TVBox Transf Edjanio
a40322,2024-03-05,VN,Saques,140,Saque Bco 24h 05/03 11:56 SHOP PLAZA V
a40323,2024-03-05,FE,Tarifa bancaria,70.6,Pagto Tarifa Pacote de Serviços Cobrança  05/03/2024
a40324,2024-03-08,VE,Veiculares,160,Pagto c Pix Luz Super Branco do carro 08/03 12:20 Lucia E Ailton Ltda
a40325,2024-03-09,VE,Supermercado,97.33,Compra 09/03 11:45 SUPERMERCADO GONZAGA
a40326,2024-03-09,VN,Compra extra,105.5,Compra pix 09/03 08:58 Maria Ocelia Marques Da Si
a40327,2024-03-11,VE,Outros pagtos,125,Compra Pix 11/03 18:43 Ana Lucia Da Silva
a40328,2024-03-13,VN,Compra extra,100,Compra 13/03 12:55 PAG*RobsonRaimundoDo
a40329,2024-03-15,VE,Supermercado,68.85,Compra 15/03 10:55 SUPERMERCADO GONZAGA
a40330,2024-03-15,VE,Farmacia,64.33,Compra 15/03 11:10 PAG*RaiaDrogasilSA
a40331,2024-03-15,VE,Gasolina,100,Compra 15/03 11:22 ALBUQUERQUE DNELIS CA
a40332,2024-03-18,VN,Compra extra,66.22,Compra 18/03 16:36 PG *TON ESTACAO EXPR
a40334,2024-03-21,VN,Restaurante,88,Compra 21/03 14:50 BAR E RESTAURANTE DA
a40335,2024-03-21,VN,Restaurante,39.49,Compra 21/03 18:22 MP *REALDAS NACOES U
a40336,2024-03-21,VN,Restaurante,50.17,Compra 21/03 19:18 CASAGRANDE CONVENIEN
a40337,2024-03-21,VN,Restaurante,90,Compra 21/03 08:26 PAG*SBComercio De
a40338,2024-03-22,VN,Restaurante,50.6,Compra restaurante 22/03 11:37 BARRACA DA BETA
a40339,2024-03-22,VN,Restaurante,146.85,Compra 22/03 15:05 ARITUBA POINT
a40340,2024-03-22,VN,Restaurante,65.35,Compra restaurante 22/03 20:12 MISTERPIZZA MIDWAY
a40341,2024-03-22,VE,Estacionamento,10,Pagto Estacionamento 22/03 20:40 MIDWEST
a40342,2024-03-22,VE,Outros pagtos,80.43,Compra (despesa-viagem-RN22/03 21:15 POSTO JACUTINGA
a40343,2024-03-22,VN,Restaurante,100,Campra em restaurante 22/03 20:24 SHOP MIDWAY-RN
a40344,2024-03-22,VE,Outros pagtos,315,Pag pix ref Passeio de Bugre Natal-RN 22/03 Dulce Maria
a40345,2024-03-24,VE,Supermercado,181.26,Compra 25/03 16:32 SUPERMERCADO GONZAGA
a40346,2024-03-24,VE,Outros pagtos,82.95,Compra 24/03 09:41 POSTO INTERLAGOS 2
a40347,2024-03-24,VN,Restaurante,90,Compra 24/03 13:49 LACA BURGUER
a40348,2024-03-31,VE,Gasolina,100,Compra 31/03 11:34 POSTO IBIZA LTDA
a40402,2024-04-03,VN,Restaurante,200,Compra cred 24/03 restaur Petroservice Recife
a40403,2024-04-03,VE,Farmacia,199.14,Compra cred 25/03  farmacia drogasil  Carpina
a40404,2024-04-03,FE,Investimento,19.9,Pagto Capra p Amazon Kindle Unltd SP
a40405,2024-04-03,FN,Assinatura_App,14.9,Pagto Amazonprime br SP
a40406,2024-04-03,FN,Armaz_nuvem,4.9,Pagto Nuvem Apple SP 16/abr
a40407,2024-04-03,FN,Assinatura_App,25.9,Netflix Entretenimento Barueri
a40408,2024-04-03,VN,Restaurante,119.97,Compra restaur Tropical Carpina Pe
a40409,2024-04-03,FE,Tarifa bancaria,26,Pagto Anuidade Diferenciada Tit-parc 04/12 Br
a40410,2024-04-03,FE,Investimento,41.58,Pagto Amazon Br 01/out parc 7/12
a40411,2024-04-03,VE,Extra-convenio,200,Pagto Odontocompany parc 19/jan parc 3/4
a40412,2024-04-03,FE,Convenio,58.6,Pagto ROSA MASTER LTDA
a40413,2024-04-03,VE,Outros pagtos,160,Pagto Pilates pix02/04 08:39 Pollyanna B Barbosa
a40414,2024-04-03,FE,Telefone movel,159.83,Pagto CLARO S/A
a40415,2024-04-03,FE,Internet fixa,79.9,Pagto PLANALTO NET LTDA
a40416,2024-04-04,VN,Restaurante,29.9,Compra 03/04 12:06 Restaurante Acacia
a40417,2024-04-04,VE,Supermercado,66.97,Compra 03/04 16:26 SUPERMERCADO GONZAGA
a40418,2024-04-04,VE,Estacionamento,10,Compra 04/04 10:38 HEPTA ESTACIONAMENTO
a40419,2024-04-04,VN,Compra extra,65.9,Compra desodor 04/04 11:29 MAHOGANY
a40420,2024-04-04,VE,Farmacia,54.52,Compra famarcia 04/04 12:08 Drogasil SA
a40421,2024-04-04,VN,Restaurante,211.3,Compra restaur 04/04 13:00 FAACA BURGER
a40422,2024-04-04,VE,Estacionamento,12.5,Pagto estacion 04/04 08:50 PLAZA CASA FORTE PAR
a40423,2024-04-05,VE,Supermercado,257.8,Compra 05/04 09:27 ATACAREJO CARPINA TR
a40424,2024-04-05,VE,Supermercado,122.2,Compra superm 05/04 ki granja
a40425,2024-04-05,VE,Supermercado,46.32,Compra 05/04 10:17 CORDEIRAO SUPERMERCA
a40426,2024-04-05,VE,Supermercado,65,Compra 05/04 11:28 LARANJINHA SHOP
a40427,2024-04-05,FE,Tarifa bancaria,70.6,Pagto Tarifa Pacote de Serviços ref 05/04/2024
a40428,2024-04-07,VN,Restaurante,92.5,Compra 07/04 13:30 RECANTO
a40429,2024-04-07,VN,Entretenimento,56,Compra 07/04 14:19 Sorvetes De Carpina
a40430,2024-04-07,VE,Estacionamento,6,Pagto 07/04 15:10 ESTACIONAMENTO CARPI
a40431,2024-04-07,VE,Supermercado,27.36,Compra 08/04 16:24 SUPERMERCADO GONZAGA
a40432,2024-04-07,VN,Saques,100,Saque 24h 07/04 15:12 SHOPPING CARPINA CBDN ATMR
